(concept_label-concept_in_Eng-MRS_concept AkAra+xe_1 cast_5 _cast_v_1)
(concept_label-concept_in_Eng-MRS_concept akarmaNyawA_1 lethargy_1 _lethargy_n_1)
(concept_label-concept_in_Eng-MRS_concept aKarota_1 walnut_1 _walnut_n_1)
(concept_label-concept_in_Eng-MRS_concept aKarota+Axi+kA+CilakA_1 nutshell_1 _nutshell_n_1)
(concept_label-concept_in_Eng-MRS_concept AkarRaka_8 stately_2 _stately_a_1)
(concept_label-concept_in_Eng-MRS_concept AkarRaNa_2 attraction_1 _attraction_n_of)
(concept_label-concept_in_Eng-MRS_concept AkarRiwa+kara_1 arrest_3 _arrest_v_1)
(concept_label-concept_in_Eng-MRS_concept AkarRiwa+kara_2 attract_1 _attract_v_1)
(concept_label-concept_in_Eng-MRS_concept AkarRiwa+kara_3 draw_4 _draw_v_1)
(concept_label-concept_in_Eng-MRS_concept AkASa_3 sphere_2 _sphere_n_1)
(concept_label-concept_in_Eng-MRS_concept AkASa+gaMgA_1 galaxy_1 _galaxy_n_1)
(concept_label-concept_in_Eng-MRS_concept AkASIya_1 aerial_2 _aerial_a_1)
(concept_label-concept_in_Eng-MRS_concept akasmAw_1 unawares_1 _unawares_a_1)
(concept_label-concept_in_Eng-MRS_concept akasmAwa_2 unexpectedly_1 _unexpected_a_1)
(concept_label-concept_in_Eng-MRS_concept Akasmika_1 abrupt_1 _abrupt_a_1)
(concept_label-concept_in_Eng-MRS_concept Akasmika_2 accidental_1 _accidental_a_1)
(concept_label-concept_in_Eng-MRS_concept Akasmika_4 casual_1 _casual_a_1)
(concept_label-concept_in_Eng-MRS_concept Akasmika_5 contingent_1 _contingent_a_1)
(concept_label-concept_in_Eng-MRS_concept Akasmika+BAva+parivarwana_1 revulsion_1 _revulsion_n_1)
(concept_label-concept_in_Eng-MRS_concept Akasmika+hadZawAloM+kA+silasilA_1 rash_3 _rash_n_of)
(concept_label-concept_in_Eng-MRS_concept Akasmika+rupa+se_1 abruptly_1 _abrupt_a_1)
(concept_label-concept_in_Eng-MRS_concept Akasmika+SAsana_1 coup_1 _coup_n_1)
(concept_label-concept_in_Eng-MRS_concept akelA_1 alone_1 _alone_p)
(concept_label-concept_in_Eng-MRS_concept akelA_2 desolate_2 _desolate_a_1)
(concept_label-concept_in_Eng-MRS_concept akelA_4 lone_1 _lone_a_1)
(concept_label-concept_in_Eng-MRS_concept akelA_6 solitary_1 _solitary_a_1)
(concept_label-concept_in_Eng-MRS_concept akelA+mahasUsa+kara_1 desolate_4 _desolate_v_1)
(concept_label-concept_in_Eng-MRS_concept akelApana_1 solitude_1 _solitude_n_1)
(concept_label-concept_in_Eng-MRS_concept akelApana_2 lonely_2 _lonely_a_1)
(concept_label-concept_in_Eng-MRS_concept akele_1 alone_1 _alone_p)
(concept_label-concept_in_Eng-MRS_concept akele+hI_1 singly_1 _single_a_1)
(concept_label-concept_in_Eng-MRS_concept AKirakAra_1 finally_1 _final_a_1)
(concept_label-concept_in_Eng-MRS_concept AKirI_1 last_2 _last_a_1)
(concept_label-concept_in_Eng-MRS_concept AKirI+avasWA_1 twilight_2 _twilight_n_1)
(concept_label-concept_in_Eng-MRS_concept AKirI+sWAna_1 terminal_2 _terminal_n_1)
(concept_label-concept_in_Eng-MRS_concept AKirI+xama+waka_1 dregs_2 _dregs_n_1)
(concept_label-concept_in_Eng-MRS_concept akirwiwa_1 unsung_1 _unsung_a_1)
(concept_label-concept_in_Eng-MRS_concept AkISIya_1 spatial_1 _spatial_a_1)
(concept_label-concept_in_Eng-MRS_concept AkqRta+kara_1 invite_2 _invite_v_to)
(concept_label-concept_in_Eng-MRS_concept AkqRta+kara_2 rivet_3 _rivet_v_1)
(concept_label-concept_in_Eng-MRS_concept Akqwi_1 features_1 _feature_n_1)
(concept_label-concept_in_Eng-MRS_concept Akqwi_2 figure_2 _figure_n_1)
(concept_label-concept_in_Eng-MRS_concept Akqwi_3 figure_4 _figure_n_1)
(concept_label-concept_in_Eng-MRS_concept Akqwi_4 form_2 _form_n_of)
(concept_label-concept_in_Eng-MRS_concept Akqwi_5 imagery_1 _imagery_n_1)
(concept_label-concept_in_Eng-MRS_concept Akqwi+vijFAna_1 morphology_1 _morphology_n_1)
(concept_label-concept_in_Eng-MRS_concept akqwrima_1 unaffected_2 _unaffected_a_1)
(concept_label-concept_in_Eng-MRS_concept akRama_1 inert_1 _inert_a_1)
(concept_label-concept_in_Eng-MRS_concept akRama_2 null_1 _null_a_1)
